processid	sampleid	recordID	catalognum	fieldnum	institution_storing	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	voucher_type	tissue_type	collectors	collectiondate	lifestage	sex	reproduction	extrainfo	notes	lat	lon	coord_source	coord_accuracy	country	province	region	exactsite	image_ids	image_urls	copyright_licenses	trace_ids	trace_links	run_dates	sequencing_centers	directions	seq_primers	marker_codes
ANICI633-10	10ANIC-05630	1650317	10ANIC-05630	 	Australian National Insect Collection	BOLD:AAB5675	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	92702	Anomis flava	 	 	ANIC Curators	 	 	J.C.Keast	1999-05-23	A	 	S	 	 	-35.53	150.671	 	 	Australia	New South Wales	 	Tongarra	911880	http://v3.boldsystems.org/pics/ANICI/10ANIC_05630+1287622812.jpg	CreativeCommons - Attribution	3405580|3405579|2675639|2675632|2590644|2590628	http://trace.boldsystems.org/traceIO/bold.org/3061198|http://trace.boldsystems.org/traceIO/bold.org/3061197|http://trace.boldsystems.org/traceIO/bold.org/2356994|http://trace.boldsystems.org/traceIO/bold.org/2356987|http://trace.boldsystems.org/traceIO/bold.org/2274576|http://trace.boldsystems.org/traceIO/bold.org/2274560	2011-07-28 15:19:44|2011-07-28 13:38:59|2011-01-22 02:57:59|2011-01-22 02:12:52|2010-12-11 18:21:14|2010-12-11 17:36:25	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F|R|F|R|F	microLepR2_t1|MLepF2_t1|MLepR2|LepF1|MLepR1|LepF1	COI-5P|COI-5P|COI-5P|COI-5P|COI-5P|COI-5P
BLPBD249-07	07-SRNP-100248	622765	 	07-SRNP-100248	Area de Conservacion Guanacaste	BOLD:AAA9135	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24077	Anomis editrix	 	 	Daniel H. Janzen	 	 	R.Franco, F.Quesada	2007-02-11	A	 	S	light trap	light trap	10.989	-85.426	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Estacion Pitilla	225359	http://v3.boldsystems.org/pics/BLPBD/07-SRNP-100248_DHJ610212+1173204558.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	750991|750897	http://trace.boldsystems.org/traceIO/bold.org/539976|http://trace.boldsystems.org/traceIO/bold.org/539882	2007-09-06 03:22:36|2007-09-06 01:51:53	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BLPCB397-08	07-SRNP-105942	733784	 	07-SRNP-105942	Area de Conservacion Guanacaste	BOLD:AAA2708	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24095	Anomis luridula	 	 	Daniel H. Janzen	 	 	S.Rios&H.Cambronero	2007-07-13	A	 	S	light trap	light trap	10.901	-85.276	 	 	Costa Rica	Alajuela	Area De Conservacion Guanacaste	Estacion Caribe	1379094	http://v3.boldsystems.org/pics/BLNOA/07-SRNP-105942_DHJ615906+1186514604.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	926043|925949	http://trace.boldsystems.org/traceIO/bold.org/703775|http://trace.boldsystems.org/traceIO/bold.org/703681	2008-04-15 10:26:46|2008-04-15 08:55:40	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPCC417-08	07-SRNP-106902	734744	 	07-SRNP-106902	Area de Conservacion Guanacaste	BOLD:AAA9135	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24077	Anomis editrix	 	 	Daniel H. Janzen	 	 	H.Cambronero&F.Quesada	2007-08-10	A	 	S	light trap	light trap	10.884	-85.473	 	 	Costa Rica	Guanacaste	Area De Conservacion Guanacaste	Estacion Gongora	387968	http://v3.boldsystems.org/pics/BLNOA/07-SRNP-106902_DHJ616866+1188491836.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	924838|924932	http://trace.boldsystems.org/traceIO/bold.org/702633|http://trace.boldsystems.org/traceIO/bold.org/702727	2008-04-18 15:12:36|2008-04-18 16:53:51	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BLPCG173-08	07-SRNP-110418	770995	 	07-SRNP-110418	Area de Conservacion Guanacaste	BOLD:AAA2708	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24095	Anomis luridula	 	 	Daniel H. Janzen	 	 	F.Quesada&R.Franco	2007-11-10	A	 	S	light trap	light trap	10.896	-85.296	 	 	Costa Rica	Alajuela	Area De Conservacion Guanacaste	Estacion Caribe (melina)	394378	http://v3.boldsystems.org/pics/BLNOA/07-SRNP-110418_DHJ620382+1200407980.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	991234|991328	http://trace.boldsystems.org/traceIO/bold.org/766180|http://trace.boldsystems.org/traceIO/bold.org/766274	2008-06-20 17:19:03|2008-06-20 21:51:26	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BLPCI662-08	07-SRNP-112787	773849	 	07-SRNP-112787	Area de Conservacion Guanacaste	BOLD:AAA3356	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24084	Anomis illita	 	 	Daniel H. Janzen	 	 	H.Cambronero&S.Rios	2007-12-08	A	 	S	light trap	light trap	10.821	-85.633	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sendero los Patos	384111	http://v3.boldsystems.org/pics/BLNOA/07-SRNP-112787_DHJ622751+1203370658.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	1008955|1009049	http://trace.boldsystems.org/traceIO/bold.org/783315|http://trace.boldsystems.org/traceIO/bold.org/783409	2008-07-03 09:49:27|2008-07-03 11:20:27	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BLPCJ488-08	07-SRNP-113553	773530	 	07-SRNP-113553	Area de Conservacion Guanacaste	BOLD:AAA3356	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24084	Anomis illita	 	 	Daniel H. Janzen	 	 	S.Rios& R.Franco	2007-12-10	A	 	S	light trap	light trap	10.767	-85.43	 	 	Costa Rica	Guanacaste	Area De Conservacion Guanacaste	La Perla (Tajo)	385125	http://v3.boldsystems.org/pics/BLNOA/07-SRNP-113553_DHJ623517+1204037544.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	1014446|1014352	http://trace.boldsystems.org/traceIO/bold.org/787792|http://trace.boldsystems.org/traceIO/bold.org/787698	2008-07-08 17:26:51|2008-07-04 17:27:09	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BLPCM125-08	08-SRNP-101722	910565	 	08-SRNP-101722	Area de Conservacion Guanacaste	BOLD:AAA2708	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24095	Anomis luridula	 	 	Daniel H. Janzen	 	 	H.Cambronero&F.Quesada	2008-05-30	A	 	S	light trap	light trap	10.989	-85.426	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Estacion Pitilla	448324	http://v3.boldsystems.org/pics/BLPCM/08-SRNP-101722_DHJ625786+1219414900.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	1152447|1152541	http://trace.boldsystems.org/traceIO/bold.org/908555|http://trace.boldsystems.org/traceIO/bold.org/908649	2008-10-18 12:06:57|2008-10-17 20:39:52	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BLPCM261-08	08-SRNP-101858	910701	 	08-SRNP-101858	Area de Conservacion Guanacaste	BOLD:AAA2708	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24095	Anomis luridula	 	 	Daniel H. Janzen	 	 	S.Rios&H.Cambronero	2008-05-31	A	 	S	light trap	light trap	11	-85.456	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Serrano	448506	http://v3.boldsystems.org/pics/BLPCM/08-SRNP-101858_DHJ625922+1219332288.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	1152677|1152771|1152865	http://trace.boldsystems.org/traceIO/bold.org/908785|http://trace.boldsystems.org/traceIO/bold.org/908879|http://trace.boldsystems.org/traceIO/bold.org/908973	2008-11-03 11:01:19|2008-11-03 12:49:30|2008-11-03 14:23:40	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F|R	LepR1|LepF1|LepR1	COI-5P|COI-5P|COI-5P
BLPCN090-08	08-SRNP-102627	911470	 	08-SRNP-102627	Area de Conservacion Guanacaste	BOLD:AAA2708	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24095	Anomis luridula	 	 	Daniel H. Janzen	 	 	S.Rios&F.Quesada	2008-06-07	A	 	S	light trap	light trap	11.004	-85.441	 	 	Costa Rica	Guanacaste	Area De Conservacion Guanacaste	Bosque Aguirre	449331	http://v3.boldsystems.org/pics/BLPCN/08-SRNP-102627_DHJ626691+1219861928.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	1232601|1232507	http://trace.boldsystems.org/traceIO/bold.org/982989|http://trace.boldsystems.org/traceIO/bold.org/982895	2009-01-26 18:37:05|2009-01-26 14:02:25	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPDK1702-09	09-SRNP-106630	1262004	09-SRNP-106630	09-SRNP-106630	Area de Conservacion Guanacaste	BOLD:AAA9135	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24077	Anomis editrix	 	 	Daniel H. Janzen	 	 	R.Franco&S.Rios	2009-07-22	A	 	S	light trap	light trap	10.928	-85.472	 	 	Costa Rica	Guanacaste	Area De Conservacion Guanacaste	Estacion Cacao	584481	http://v3.boldsystems.org/pics/BLPDK/09-SRNP-106630_DHJ639865+1251386948.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	1741947|1741852	http://trace.boldsystems.org/traceIO/bold.org/1467650|http://trace.boldsystems.org/traceIO/bold.org/1467559	2009-12-01 07:58:33|2009-11-30 10:05:53	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPDL287-10	09-SRNP-107669	1313639	09-SRNP-107669	09-SRNP-107669	Area de Conservacion Guanacaste	BOLD:AAA2708	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24095	Anomis luridula	 	 	Daniel H. Janzen	 	 	F.Quesada&H.Cambronero	2009-08-19	A	 	S	light trap	light trap	10.939	-85.322	 	 	Costa Rica	Alajuela	Area De Conservacion Guanacaste	Protrero Chaves	686010	http://v3.boldsystems.org/pics/BLPDL/09-SRNP-107669_DHJ640904+1252695584.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	1856809|1855840	http://trace.boldsystems.org/traceIO/bold.org/1578513|http://trace.boldsystems.org/traceIO/bold.org/1577544	2010-02-02 10:11:13|2010-02-02 07:02:56	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPDP162-10	10-SRNP-103789	1563299	10-SRNP-103789	10-SRNP-103789	Area de Conservacion Guanacaste	BOLD:AAA2708	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24095	Anomis luridula	 	 	Daniel H. Janzen	 	 	Sergio Rios	2010-01-12	A	 	S	light trap	light trap	10.868	-85.327	 	 	Costa Rica	Alajuela	Area De Conservacion Guanacaste	Albergue Oscar, Tunel	871570	http://v3.boldsystems.org/pics/BLPDP/10-SRNP-103789-DHJ648664+1272310654.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	2308151|2308056	http://trace.boldsystems.org/traceIO/bold.org/2006428|http://trace.boldsystems.org/traceIO/bold.org/2006333	2010-08-13 04:30:29|2010-08-13 03:04:46	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPDP729-10	10-SRNP-104356	1563866	10-SRNP-104356	10-SRNP-104356	Area de Conservacion Guanacaste	BOLD:AAA2708	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24095	Anomis luridula	 	 	Daniel H. Janzen	 	 	H.Cambronero	2010-01-13	A	 	S	light trap	light trap	10.866	-85.326	 	 	Costa Rica	Alajuela	Area De Conservacion Guanacaste	Albergue Oscar, Casa	875460	http://v3.boldsystems.org/pics/BLPDP/10-SRNP-104356-DHJ649231+1272658900.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	2312256|2312161	http://trace.boldsystems.org/traceIO/bold.org/2010525|http://trace.boldsystems.org/traceIO/bold.org/2010430	2010-08-12 04:25:14|2010-08-12 02:59:40	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPEB855-11	11-SRNP-102367	2075547	11-SRNP-102367	11-SRNP-102367	Area de Conservacion Guanacaste	BOLD:AAA2708	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24095	Anomis luridula	 	 	Daniel H. Janzen	 	 	H.Cambronero&F.Quesada	2011-04-03	A	 	S	light trap	light trap	10.9852	-85.4281	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sendero Memo	1359061	http://v3.boldsystems.org/pics/BLPEB/11-SRNP-102367_DHJ663037+1304019864.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	3231501|3231406	http://trace.boldsystems.org/traceIO/bold.org/2894243|http://trace.boldsystems.org/traceIO/bold.org/2894148	2011-07-28 23:42:31|2011-07-28 16:35:27	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPEB856-11	11-SRNP-102368	2075548	11-SRNP-102368	11-SRNP-102368	Area de Conservacion Guanacaste	BOLD:AAA2708	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24095	Anomis luridula	 	 	Daniel H. Janzen	 	 	H.Cambronero&F.Quesada	2011-04-03	A	 	S	light trap	light trap	10.9852	-85.4281	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sendero Memo	1359062	http://v3.boldsystems.org/pics/BLPEB/11-SRNP-102368_DHJ663038+1304019988.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	3251202|3251107	http://trace.boldsystems.org/traceIO/bold.org/2913244|http://trace.boldsystems.org/traceIO/bold.org/2913149	2011-08-03 10:55:13|2011-08-03 09:12:39	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
MHAUG169-07	97-SRNP-10047	591042	97-SRNP-10047	97-SRNP-10047	University of Pennsylvania	BOLD:AAA3356	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24084	Anomis illita	 	 	Daniel H. Janzen	 	 	gusaneros	1997-11-20	A	 	S	 	 	10.758	-85.609	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Presa	454632|454631	http://v3.boldsystems.org/pics/MHAUG/97-SRNP-10047-DHJ365047+1220040462.jpg|http://v3.boldsystems.org/pics/MHAUG/97-SRNP-10047-DHJ365046+1220040460.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	659205|659206	http://trace.boldsystems.org/traceIO/bold.org/454303|http://trace.boldsystems.org/traceIO/bold.org/454304	2007-06-07 23:27:33|2007-06-08 00:58:17	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
MHAUG195-07	03-SRNP-13818	595968	03-SRNP-13818	03-SRNP-13818	University of Pennsylvania	BOLD:AAA3356	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24084	Anomis illita	 	 	Daniel H. Janzen	 	 	Guillermo Pereira	2003-07-17	A	 	S	 	 	10.767	-85.597	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Bejuco	451806|451805	http://v3.boldsystems.org/pics/MHAUG/03-SRNP-13818-DHJ365099+1220033846.jpg|http://v3.boldsystems.org/pics/MHAUG/03-SRNP-13818-DHJ365098+1220033842.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	682369|682370	http://trace.boldsystems.org/traceIO/bold.org/477394|http://trace.boldsystems.org/traceIO/bold.org/477395	2007-06-21 12:30:40|2007-06-21 14:01:47	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
MHAUG196-07	03-SRNP-13867	595969	03-SRNP-13867	03-SRNP-13867	University of Pennsylvania	BOLD:AAA3356	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	24084	Anomis illita	 	 	Daniel H. Janzen	 	 	Guillermo Pereira	2003-07-26	A	 	S	 	 	10.767	-85.597	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Bejuco	451817|451818	http://v3.boldsystems.org/pics/MHAUG/03-SRNP-13867-DHJ365100+1220033884.jpg|http://v3.boldsystems.org/pics/MHAUG/03-SRNP-13867-DHJ365101+1220033888.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	682372|682371	http://trace.boldsystems.org/traceIO/bold.org/477397|http://trace.boldsystems.org/traceIO/bold.org/477396	2007-06-21 14:01:47|2007-06-21 12:30:40	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
MHAUG666-07	06-SRNP-60023	596441	06-SRNP-60023	06-SRNP-60023	University of Pennsylvania	BOLD:AAB4534	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	370681	Scoliopteryginae	5081	Anomis	101829	Anomis gentilis	 	 	 	 	 	Mariano Pereira	2006-12-04	A	 	S	 	 	10.769	-85.435	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sendero Aguacate	452559|452558	http://v3.boldsystems.org/pics/MHAUG/06-SRNP-60023-DHJ366021+1220037086.jpg|http://v3.boldsystems.org/pics/MHAUG/06-SRNP-60023-DHJ366020+1220037084.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	683312|683311	http://trace.boldsystems.org/traceIO/bold.org/478337|http://trace.boldsystems.org/traceIO/bold.org/478336	2007-06-25 12:46:30|2007-06-25 11:06:28	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
