processid	sampleid	recordID	catalognum	fieldnum	institution_storing	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	voucher_type	tissue_type	collectors	collectiondate	lifestage	sex	reproduction	extrainfo	notes	lat	lon	coord_source	coord_accuracy	country	province	region	exactsite	image_ids	image_urls	copyright_licenses	trace_ids	trace_links	run_dates	sequencing_centers	directions	seq_primers	marker_codes
BLPAA845-06	06-SRNP-100844	259907	 	06-SRNP-100844	Area de Conservacion Guanacaste	BOLD:AAA7985	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	34236	Condicinae	7129	Condica	157392	Condica cupentia	 	 	Daniel H. Janzen	 	 	R.Franco, F.Quesada	2006-01-29	A	 	S	light trap	light trap	10.88	-85.389	 	 	Costa Rica	Alajuela	Area de Conservacion Guanacaste	Estacion San Gerardo	116603	http://v3.boldsystems.org/pics/BLPAA/06-SRNP-100844_DHJ600844+2147483647.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	396593|396594	http://trace.boldsystems.org/traceIO/bold.org/204223|http://trace.boldsystems.org/traceIO/bold.org/204224	2006-06-14 15:25:58|2006-06-14 18:41:29	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
CGUKC757-09	UKLB30C05	1009565	 	GAC 0192	Natural History Museum, London	BOLD:AAB5543	20	Arthropoda	82	Insecta	113	Lepidoptera	649	Coleophoridae	2330	Coleophorinae	6497	Coleophora	18041	Coleophora serratella	 	 	Jean-Francois Landry	 	 	GAC 0192	2007-06-02	A	 	 	abdomen missing	 	51.29	-0.38	 	 	United Kingdom	England	Surrey	Bookham Common	421060	http://v3.boldsystems.org/pics/CGUKC/IMG_1301+1238788212.JPG	CreativeCommons - Attribution	1386450|1386436|1386420|1386404|1311074	http://trace.boldsystems.org/traceIO/bold.org/1127149|http://trace.boldsystems.org/traceIO/bold.org/1127135|http://trace.boldsystems.org/traceIO/bold.org/1127120|http://trace.boldsystems.org/traceIO/bold.org/1127105|http://trace.boldsystems.org/traceIO/bold.org/1058771	2009-05-19 10:51:07|2009-05-19 09:19:26|2009-05-16 07:39:27|2009-05-11 14:30:45|2009-03-13 16:50:33	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R|R|F|R	LepF1|LepR1|LepR1|LepF1|LepR1	COI-5P|COI-5P|COI-5P|COI-5P|COI-5P
GBACU1606-12	BC ZSM HYM 13861	2911960	BC ZSM HYM 13861	BC ZSM HYM 13861	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAE1735	20	Arthropoda	82	Insecta	125	Hymenoptera	427	Colletidae	71795	Colletinae	1925	Colletes	191436	Colletes cunicularius	 	 	Christian Schmid-Egger	 	 	Schmid-Egger	2012-04-07	A	F	S	 	 	49.9	9.83	 	 	Germany	Bavaria	 	Retzbach	1835916	http://v3.boldsystems.org/pics/GBACU/BC_ZSM_HYM_13861+1341927840.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	4739695|4739600	http://trace.boldsystems.org/traceIO/bold.org/6586956|http://trace.boldsystems.org/traceIO/bold.org/6586861	2012-12-13 22:41:41|2012-12-14 00:12:39	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
GBACU3680-13	BC ZSM HYM 17265	3199219	BC ZSM HYM 17265	BC ZSM HYM 17265	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAI9262	20	Arthropoda	82	Insecta	125	Hymenoptera	427	Colletidae	71795	Colletinae	1925	Colletes	214085	Colletes daviesanus	 	 	Christian Schmid-Egger	 	 	Schmid-Egger	2012-07-18	a	M	S	 	 	48.08	7.67	 	 	Germany	Baden-Wuerttemberg	 	Vogtsburg/Badberg	1937556	http://v3.boldsystems.org/pics/GBACU/BC_ZSM_HYM_17265+1362506154.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	5173445|5173350	http://trace.boldsystems.org/traceIO/bold.org/7020047|http://trace.boldsystems.org/traceIO/bold.org/7019952	2013-05-03 17:36:36|2013-05-03 22:09:32	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
LEATE285-13	TLMF Lep 11697	3945438	1719080	 	Tiroler Landesmuseum Ferdinandeum	BOLD:AAJ7030	20	Arthropoda	82	Insecta	113	Lepidoptera	649	Coleophoridae	2330	Coleophorinae	6497	Coleophora	158690	Coleophora sylvaticella	 	 	Peter Huemer	 	 	Huemer P.	2006-06-23	A	 	S	 	 	46.472	11.596	 	 	Italy	South Tyrol	Suedtirol	Tiers E, Plafetscher Wald	2165858	http://v3.boldsystems.org/pics/LEATE/TLMF_Lep_11697+1380722406.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	5751400|5750723	http://trace.boldsystems.org/traceIO/bold.org/7597927|http://trace.boldsystems.org/traceIO/bold.org/7597250	2013-12-03 01:26:12|2013-12-02 13:21:04	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
LEATE690-13	TLMF Lep 12102	3945843	1720182	 	Tiroler Landesmuseum Ferdinandeum	BOLD:AAA7670	20	Arthropoda	82	Insecta	113	Lepidoptera	649	Coleophoridae	2330	Coleophorinae	6497	Coleophora	13655	Coleophora trifolii	 	 	Peter Huemer	 	 	Huemer P.	2013-07-17	A	 	S	 	 	46.739	11.873	 	 	Italy	South Tyrol	Suedtirol	N Zwischenwasser/ St. Lorenzen	2166263	http://v3.boldsystems.org/pics/LEATE/TLMF_Lep_12102+1381247810.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	5750320|5749986	http://trace.boldsystems.org/traceIO/bold.org/7596847|http://trace.boldsystems.org/traceIO/bold.org/7596513	2013-12-02 14:51:17|2013-12-02 23:55:29	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
LEATJ306-15	TLMF Lep 17881	6386263	1818897	 	Tiroler Landesmuseum Ferdinandeum	BOLD:AAJ7030	20	Arthropoda	82	Insecta	113	Lepidoptera	649	Coleophoridae	2330	Coleophorinae	6497	Coleophora	158690	Coleophora sylvaticella	 	 	Peter Huemer	 	leg	Huemer P.	2015-06-13	A	 	S	 	 	47.116	10.663	 	500	Austria	Tyrol	Nordtirol	Fliess/ Gretlern	2701405	http://v3.boldsystems.org/pics/LEATJ/TLMF_Lep_17881+1442524644.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	8548890|8547773	http://trace.boldsystems.org/traceIO/bold.org/10367600|http://trace.boldsystems.org/traceIO/bold.org/10366483	2015-10-19 11:43:07|2015-10-19 14:37:35	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
LNAEM340-07	CNCLEP00008553	541876	CNCLEP00008553	 	Canadian National Collection of Insects, Arachnids and Nematodes	BOLD:AAA5560	20	Arthropoda	82	Insecta	113	Lepidoptera	649	Coleophoridae	2330	Coleophorinae	6497	Coleophora	187377	Coleophora prepostera	 	 	Vazrick Nazari	 	 	J Troubridge	2001-09-07	A	 	 	 	 	46.917	-119	 	 	United States	Washington	Grant	 	154418	http://v3.boldsystems.org/pics/LNAEM/CNCLEP00008553+1169742938.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	558933	http://trace.boldsystems.org/traceIO/bold.org/356082	2007-02-22 03:20:21	Centre for Biodiversity Genomics	F	LepF1	COI-5P
LNAEM353-07	CNCLEP00008566	541889	CNCLEP00008566	 	Canadian National Collection of Insects, Arachnids and Nematodes	BOLD:AAA5560	20	Arthropoda	82	Insecta	113	Lepidoptera	649	Coleophoridae	2330	Coleophorinae	6497	Coleophora	187377	Coleophora prepostera	 	 	Vazrick Nazari	 	 	J Troubridge	2001-09-07	A	 	 	 	 	46.917	-119	 	 	United States	Washington	Grant	 	155331	http://v3.boldsystems.org/pics/LNAEM/CNCLEP00008566+1169743688.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	563163	http://trace.boldsystems.org/traceIO/bold.org/360312	2007-02-22 22:39:32	Centre for Biodiversity Genomics	F	LepF1	COI-5P
LNAEN944-07	CNCLEP00024801	525093	CNCLEP00024801	 	Canadian National Collection of Insects, Arachnids and Nematodes	BOLD:AAB5543	20	Arthropoda	82	Insecta	113	Lepidoptera	649	Coleophoridae	2330	Coleophorinae	6497	Coleophora	18041	Coleophora serratella	 	 	Vazrick Nazari	 	 	 	1995-07-18	A	 	 	 	 	49.17	-123.12	 	 	Canada	British Columbia	 	 	148108	http://v3.boldsystems.org/pics/LNAEN/CNCLEP00024801+1166538420.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	593020	http://trace.boldsystems.org/traceIO/bold.org/390024	2007-03-20 09:22:25	Centre for Biodiversity Genomics	R	LepR1	COI-5P
