processid	sampleid	recordID	catalognum	fieldnum	institution_storing	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	voucher_type	tissue_type	collectors	collectiondate	lifestage	sex	reproduction	extrainfo	notes	lat	lon	coord_source	coord_accuracy	country	province	region	exactsite	image_ids	image_urls	copyright_licenses	trace_ids	trace_links	run_dates	sequencing_centers	directions	seq_primers	marker_codes
ABKWR065-07	KENWR 6613	543633	 	KENWR 6613	Centre for Biodiversity Genomics	BOLD:AAA2590	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	7401	Xestia	23828	Xestia smithii	 	 	 	 	 	D.Collet	2004-08-10	A	 	S	 	malaise trap	60.5	-150.833	 	 	United States	Alaska	Kenai National Wildlife Refuge	glauca forest	159097	http://v3.boldsystems.org/pics/ABKWR/IMG_1016+1173128186.JPG	CreativeCommons - Attribution	588034|588035	http://trace.boldsystems.org/traceIO/bold.org/385097|http://trace.boldsystems.org/traceIO/bold.org/385098	2007-03-16 22:04:36|2007-03-16 23:35:20	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
ANICV784-11	11ANIC-10784	1895527	ANIC Database No. 31 048863	11ANIC-10784	Australian National Insect Collection	BOLD:AAV7244	20	Arthropoda	82	Insecta	113	Lepidoptera	417	Xyloryctidae	52120	Xyloryctinae	76999	Xylorycta	365565	Xylorycta cosmopis	 	 	ANIC Curators	 	 	I.F.B.Common, M.S.Upton	1968-03-22	A	 	S	 	 	-33.53	123.28	 	 	Australia	Western Australia	 	8mls SW of Mt. Ragged	1118367	http://v3.boldsystems.org/pics/ANICV/11ANIC_10784+1303824530.JPG	CreativeCommons - Attribution	3445198|3445197|3168050|3167967	http://trace.boldsystems.org/traceIO/bold.org/3100296|http://trace.boldsystems.org/traceIO/bold.org/3100295|http://trace.boldsystems.org/traceIO/bold.org/2832006|http://trace.boldsystems.org/traceIO/bold.org/2831923	2011-08-30 09:53:09|2011-08-30 08:27:33|2011-06-24 09:14:44|2011-06-24 11:49:47	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	||F|R	M13R|M13F|LepF1|MLepR2	COI-5P|COI-5P|COI-5P|COI-5P
CGUKB166-09	UKLB13D03	1007939	 	GAC 0209	Centre for Biodiversity Genomics	BOLD:AAA6836	20	Arthropoda	82	Insecta	113	Lepidoptera	525	Geometridae	5242	Larentiinae	7686	Xanthorhoe	100497	Xanthorhoe fluctuata	 	 	 	 	 	GAC 0209	2007-06-05	A	 	 	 	 	51.36	-0.09	 	 	United Kingdom	England	Surrey	 	419693	http://v3.boldsystems.org/pics/CGUKB/IMG_0819+1238692268.JPG	CreativeCommons - Attribution	1292301|1292207	http://trace.boldsystems.org/traceIO/bold.org/1041656|http://trace.boldsystems.org/traceIO/bold.org/1041562	2009-03-03 00:34:26|2009-03-02 20:01:54	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
CGUKD333-09	UKLB36D09	1068389	 	GMH104	Centre for Biodiversity Genomics	BOLD:AAA6836	20	Arthropoda	82	Insecta	113	Lepidoptera	525	Geometridae	5242	Larentiinae	7686	Xanthorhoe	100497	Xanthorhoe fluctuata	 	 	 	 	 	G.M.Haggett	2007-06-05	A	 	S	 	 	52.548	0.881	 	 	United Kingdom	England	Norfolk	 	422194	http://v3.boldsystems.org/pics/CGUKD/IMG_3431+1239027306.JPG	CreativeCommons - Attribution	1334024|1333985	http://trace.boldsystems.org/traceIO/bold.org/1081135|http://trace.boldsystems.org/traceIO/bold.org/1081096	2009-04-14 16:07:37|2009-04-14 14:20:48	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
GWORA1017-08	BC ZSM Lep 02803	965839	BC ZSM Lep 02803	BC ZSM Lep 02803	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAA6836	20	Arthropoda	82	Insecta	113	Lepidoptera	525	Geometridae	5242	Larentiinae	7686	Xanthorhoe	100497	Xanthorhoe fluctuata	 	 	Axel Hausmann	 	 	K. Ambil	2006-08-31	A	F	S	 	 	48.0436	11.1728	 	 	Germany	Bavaria	south	Schlagenhofen am Woerthsee	364581	http://v3.boldsystems.org/pics/GWORA/BC_ZSM_Lep_02803+1229449870.JPG	CreativeCommons - Attribution Non-Commercial Share-Alike	1308319|1308225	http://trace.boldsystems.org/traceIO/bold.org/1056050|http://trace.boldsystems.org/traceIO/bold.org/1055956	2009-03-21 05:27:21|2009-03-21 03:56:10	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
GWORO292-09	BC ZSM Lep 19457	1272823	BC ZSM Lep 19457	BC ZSM Lep 19457	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAA6836	20	Arthropoda	82	Insecta	113	Lepidoptera	525	Geometridae	5242	Larentiinae	7686	Xanthorhoe	100497	Xanthorhoe fluctuata	278659	Xanthorhoe fluctuata iberaria	Axel Hausmann	 	 	E. Aistleitner	1991-05-15	A	F	S	 	 	37.8599	-1.5733	 	 	Spain	Murcia	 	Sra. Espuna	600757	http://v3.boldsystems.org/pics/GWORO/BC_ZSM_Lep_19457+1232549506.JPG	CreativeCommons - Attribution Non-Commercial Share-Alike	2423319|2423266|2423217|2423169	http://trace.boldsystems.org/traceIO/bold.org/2115339|http://trace.boldsystems.org/traceIO/bold.org/2115286|http://trace.boldsystems.org/traceIO/bold.org/2115237|http://trace.boldsystems.org/traceIO/bold.org/2115189	2010-10-02 03:45:33|2010-10-02 02:19:07|2010-09-30 05:54:40|2010-09-30 05:10:38	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F|R|F	LepR1|MLepF1|MLepR1|LepF1	COI-5P|COI-5P|COI-5P|COI-5P
GWORO293-09	BC ZSM Lep 19458	1272824	BC ZSM Lep 19458	BC ZSM Lep 19458	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAA6836	20	Arthropoda	82	Insecta	113	Lepidoptera	525	Geometridae	5242	Larentiinae	7686	Xanthorhoe	100497	Xanthorhoe fluctuata	278659	Xanthorhoe fluctuata iberaria	Axel Hausmann	 	 	E. Aistleitner	1992-05-10	A	M	S	 	 	38.4963	-2.4363	 	 	Spain	Castilla-La Mancha	 	vic Riopar	600761	http://v3.boldsystems.org/pics/GWORO/BC_ZSM_Lep_19458+1232549578.JPG	CreativeCommons - Attribution Non-Commercial Share-Alike	1775923|1775908	http://trace.boldsystems.org/traceIO/bold.org/1500798|http://trace.boldsystems.org/traceIO/bold.org/1500783	2009-12-08 20:41:11|2009-12-08 19:12:01	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
GWORZ215-10	BC ZSM Lep 30856	1451743	BC ZSM Lep 30856	BC ZSM Lep 30856	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAA2144	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	7401	Xestia	17081	Xestia c-nigrum	 	 	Axel Hausmann	 	 	A. Hausmann	1999-08-06	A	M	S	 	 	39.8808	16.0653	 	 	Italy	Calabria	Cosenza	M. Pollino Campotenese	782609	http://v3.boldsystems.org/pics/GWORZ/BC_ZSM_Lep_30856+1255336766.JPG	CreativeCommons - Attribution Non-Commercial Share-Alike	2167527|2167432|2167337|2167242	http://trace.boldsystems.org/traceIO/bold.org/1871679|http://trace.boldsystems.org/traceIO/bold.org/1871584|http://trace.boldsystems.org/traceIO/bold.org/1871489|http://trace.boldsystems.org/traceIO/bold.org/1871394	2010-06-29 18:06:17|2010-06-29 17:22:27|2010-06-29 16:38:08|2010-06-29 11:21:22	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F|R|F	LepR1|LepF1|MLepR1|MLepF1	COI-5P|COI-5P|COI-5P|COI-5P
LEATD313-13	TLMF Lep 12960	3919071	1718107	 	Tiroler Landesmuseum Ferdinandeum	BOLD:AAA6836	20	Arthropoda	82	Insecta	113	Lepidoptera	525	Geometridae	5242	Larentiinae	7686	Xanthorhoe	100497	Xanthorhoe fluctuata	 	 	Peter Huemer	 	 	Huemer P.	2013-06-15	A	 	S	 	 	47.019	12.334	 	 	Austria	Tyrol	Osttirol	Groderhof/ Hinterbichl E	2163408	http://v3.boldsystems.org/pics/LEATD/TLMF_Lep_12960+1381768250.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	5750895|5750466	http://trace.boldsystems.org/traceIO/bold.org/7597422|http://trace.boldsystems.org/traceIO/bold.org/7596993	2013-11-28 17:52:09|2013-11-29 09:57:35	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
LPVIB506-08	PFC-2006-1917	957904	 	PFC-2006-1917	Centre for Biodiversity Genomics	BOLD:AAA2590	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	7401	Xestia	23828	Xestia smithii	 	 	 	 	 	L Mavin & M Young	2006-08-24	A	 	S	 	 	48.461	-123.397	 	 	Canada	British Columbia	Saanich	Pacific Forestry Centre	374999	http://v3.boldsystems.org/pics/LPVIB/IMG_9266+1232463446.JPG	CreativeCommons - Attribution	5857507|5856250	http://trace.boldsystems.org/traceIO/bold.org/7704134|http://trace.boldsystems.org/traceIO/bold.org/7702877	2009-05-01 02:34:47|2009-05-01 05:37:13	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
