processid	sampleid	recordID	catalognum	fieldnum	institution_storing	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	voucher_type	tissue_type	collectors	collectiondate	lifestage	sex	reproduction	extrainfo	notes	lat	lon	coord_source	coord_accuracy	country	province	region	exactsite	image_ids	image_urls	copyright_licenses	trace_ids	trace_links	run_dates	sequencing_centers	directions	seq_primers	marker_codes
ANIAC603-11	CCDB-15770-D07	2181094	ANIC Database No. 31 059603	CCDB-15770-D07	Australian National Insect Collection	BOLD:AAD3533	20	Arthropoda	82	Insecta	113	Lepidoptera	433	Oecophoridae	4171	Oecophorinae	77403	Garrha	188022	Garrha carnea	 	 	Paul Hebert	 	 	I.F.B. Common, M.S. Upton	1967-03-09	A	 	S	 	collection date=emergence date, actual collection date unknown; Larva in flat oval leaf-case eating dead leaves Eucalyptus largiflorens 37/66	-35.67	141.726	 	 	Australia	Victoria	 	Wyperfeld NP	1440967	http://v3.boldsystems.org/pics/ANIAC/CCDB-15770-D07+1321977606.JPG	CreativeCommons - Attribution	4354765|4354764|3709595|3709524|3709390	http://trace.boldsystems.org/traceIO/bold.org/6202835|http://trace.boldsystems.org/traceIO/bold.org/6202834|http://trace.boldsystems.org/traceIO/bold.org/5595565|http://trace.boldsystems.org/traceIO/bold.org/5595494|http://trace.boldsystems.org/traceIO/bold.org/5595360	2012-07-21 01:07:20|2012-07-21 00:23:33|2012-01-20 07:08:39|2012-01-20 05:41:50|2012-01-20 17:14:25	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F|R|F|R	MLepR2|AncientLepF2|LepR1|MLepF1|MLepR2	COI-5P|COI-5P|COI-5P|COI-5P|COI-5P
BBLSY723-09	09BBLEP-03650	1240916	 	L#09ARZ-011	Centre for Biodiversity Genomics	BOLD:ACE9578	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	4857	Euxoa	194549	Euxoa serricornis	 	 	 	 	 	J.Cossey, J.McCormick, J.Sones	2009-04-22	A	 	S	 	Light trap	33.825	-112.021	 	 	United States	Arizona	Maricopa Co.	Site #16	570737	http://v3.boldsystems.org/pics/BBLSY/IMG_2381+1256312130.JPG	CreativeCommons - Attribution	1705111|1705016	http://trace.boldsystems.org/traceIO/bold.org/1432131|http://trace.boldsystems.org/traceIO/bold.org/1432036	2009-11-12 11:29:17|2009-11-12 09:43:07	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BBLSY748-09	09BBLEP-03675	1240941	 	L#09ARZ-011	Centre for Biodiversity Genomics	BOLD:ACE9578	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	4857	Euxoa	194549	Euxoa serricornis	 	 	 	 	 	J.Cossey, J.McCormick, J.Sones	2009-04-22	A	 	S	 	Light trap	33.825	-112.021	 	 	United States	Arizona	Maricopa Co.	Site #16	570762	http://v3.boldsystems.org/pics/BBLSY/IMG_2406+1256326004.JPG	CreativeCommons - Attribution	1705136|1705041	http://trace.boldsystems.org/traceIO/bold.org/1432156|http://trace.boldsystems.org/traceIO/bold.org/1432061	2009-11-12 11:29:17|2009-11-12 09:43:07	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BBLWU071-09	09BBLEP-04229	1246218	 	CO090606-06	Centre for Biodiversity Genomics	BOLD:ABZ9343	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	4857	Euxoa	71478	Euxoa auxiliaris	 	 	 	 	 	S.McCubbin, A.Borisenko	2009-06-06	A	 	S	 	UV sheet	38.7065	-104.833	 	 	United States	Colorado	El Paso Co.	near pond	574786	http://v3.boldsystems.org/pics/BBLWU/IMG_3158+1256750576.JPG	CreativeCommons - Attribution	1730628|1730723	http://trace.boldsystems.org/traceIO/bold.org/1456632|http://trace.boldsystems.org/traceIO/bold.org/1456727	2009-11-20 16:53:04|2009-11-20 18:22:14	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BBLWU074-09	09BBLEP-04232	1246221	 	CO090606-06	Centre for Biodiversity Genomics	BOLD:ABZ9343	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	4857	Euxoa	71478	Euxoa auxiliaris	 	 	 	 	 	S.McCubbin, A.Borisenko	2009-06-06	A	 	S	 	UV sheet	38.7065	-104.833	 	 	United States	Colorado	El Paso Co.	near pond	574789	http://v3.boldsystems.org/pics/BBLWU/IMG_3161+1256750578.JPG	CreativeCommons - Attribution	1730631|1730726	http://trace.boldsystems.org/traceIO/bold.org/1456635|http://trace.boldsystems.org/traceIO/bold.org/1456730	2009-11-20 16:53:04|2009-11-20 18:22:14	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BBLWU075-09	09BBLEP-04233	1246222	 	CO090606-06	Centre for Biodiversity Genomics	BOLD:ABZ9343	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	4857	Euxoa	71478	Euxoa auxiliaris	 	 	 	 	 	S.McCubbin, A.Borisenko	2009-06-06	A	 	S	 	UV sheet	38.7065	-104.833	 	 	United States	Colorado	El Paso Co.	near pond	574790	http://v3.boldsystems.org/pics/BBLWU/IMG_3162+1256750578.JPG	CreativeCommons - Attribution	1730632|1730727	http://trace.boldsystems.org/traceIO/bold.org/1456636|http://trace.boldsystems.org/traceIO/bold.org/1456731	2009-11-20 16:53:04|2009-11-20 18:22:14	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BBLWU093-09	09BBLEP-04251	1246240	 	CO090606-06	Centre for Biodiversity Genomics	BOLD:ABZ9343	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	4857	Euxoa	71478	Euxoa auxiliaris	 	 	 	 	 	S.McCubbin, A.Borisenko	2009-06-06	A	 	S	 	UV sheet	38.7065	-104.833	 	 	United States	Colorado	El Paso Co.	near pond	574808	http://v3.boldsystems.org/pics/BBLWU/IMG_3180+1256839484.JPG	CreativeCommons - Attribution	1730650|1730745	http://trace.boldsystems.org/traceIO/bold.org/1456654|http://trace.boldsystems.org/traceIO/bold.org/1456749	2009-11-20 16:53:04|2009-11-20 18:22:14	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BBLWU159-09	09BBLEP-04317	1246306	 	CO090607-39	Centre for Biodiversity Genomics	BOLD:ABZ9343	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	4857	Euxoa	71478	Euxoa auxiliaris	 	 	 	 	 	S.McCubbin, J.Cossey	2009-06-07	A	 	S	 	UV sheet	38.7072	-104.837	 	 	United States	Colorado	El Paso Co.	meadow	574874	http://v3.boldsystems.org/pics/BBLWU/IMG_3247+1256756292.JPG	CreativeCommons - Attribution	1737927|1737832	http://trace.boldsystems.org/traceIO/bold.org/1463656|http://trace.boldsystems.org/traceIO/bold.org/1463561	2009-11-20 17:09:29|2009-11-20 15:40:18	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
CGLCA160-10	CCGBOLD00160	1382272	 	CCGBOLD00160	Centre for Biodiversity Genomics	BOLD:ACE9578	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	4857	Euxoa	194549	Euxoa serricornis	 	 	J. Donald Lafontaine	 	 	C. Grinter, D. Wikle	2009-04-17	A	 	S	 	 	34.8828	-119.451	 	 	United States	California	Santa Barbara Co.	 	714811	http://v3.boldsystems.org/pics/CGLCA/IMG_5371+1269262264.JPG	CreativeCommons - Attribution	2138588	http://trace.boldsystems.org/traceIO/bold.org/1843884	2010-06-15 09:34:13	Centre for Biodiversity Genomics	R	LepR1	COI-5P
FBSYB1514-12	BC ZSM HYM 11489	2458548	BC ZSM HYM 11489	BC ZSM HYM 11489	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAP1412	20	Arthropoda	82	Insecta	125	Hymenoptera	80410	Tenthredinidae	82573	Blennocampinae	190420	Eutomostethus	309214	Eutomostethus punctatus	 	 	M. Kraus	 	 	J. Hable	2011-05-30	A	M	S	 	 	49.167	11.439	 	 	Germany	Bavaria	Oberpfalz	Neumarkt, TK 6834, Qu. 1, Waldgebiet am Suedhang d	1646443	http://v3.boldsystems.org/pics/FBSYB/BC_ZSM_HYM_11489+1338572060.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	3866920|3866849	http://trace.boldsystems.org/traceIO/bold.org/5560467|http://trace.boldsystems.org/traceIO/bold.org/5560396	2012-03-08 17:23:25|2012-03-08 15:57:34	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
